Species,CrossType,Lifestage,Year,Timepoint,Temp2,Temp,Treatment,Cone,Mom,Dad,Cross,popcross2,Family,Tank,Tank.Name,Cassette,Plate.Slide,No. juveniles on slide,Well,Recruit,IndID,Clump/Single,Survival,microPAM ,Live Coral ID Number,Area (mm^2),Coral Red Mean,Coral Green Mean,Coral Blue Mean,Coral Hue Mean,Coral Saturation Mean,Coral Brightness Mean,F microPAM,Fm' microPAM,Y(II) microPAM,popcross
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,3,SC3,464,1935,2,D,2,SC3.464.1935.2,S,1,,0,0.659,132.028,132.278,125.854,49.852,14.091,133.21,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,464,2862,3,A,2,SC3.464.2862.2,S,1,,1,1.0926,148.2298,149.5017,145.3674,64.25,8.4005,149.9902,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,464,2862,3,C,3,SC3.464.2862.3,S,1,X,0,0.723,127.46,125.67,114.62,37.712,25.748,127.814,0.025,0.0431,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,464,2862,3,D,1,SC3.464.2862.1,S,1,,0,0.577,128.981,131.557,128.642,88.504,9.196,131.949,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,3,SC3,464,2865,3,A,2,SC3.464.2865.2,S,1,,0,1.124,145.377,146.238,141.216,61.033,10.656,146.979,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,3,SC3,464,2865,3,C,3,SC3.464.2865.3,S,1,,2,0.6366,160.9608,162.199,156.1267,53.2419,10.0339,162.6326,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,3,SC3,464,2865,3,C,1,SC3.464.2865.1,S,1,X,1,0.3926,137.108,138.7621,133.1067,57.9808,11.0239,139.0749,0.0074,0.0137,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C42,Martin2,Davies12,Martin2 x Davies12,MartinxDavies,H.F76,3,SC3,478,1430,1,D,1,SC3.478.1430.1,S,1,X,0,0.392,136.792,137.075,131.354,46.843,11.771,137.864,0.0093,0.0157,0,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C112,Martin3,WOO4a,Martin3 x WOO4a,MartinxWOO,H.F3,3,SC3,478,1540,1,B,1,SC3.478.1540.1,S,1,X,1,0.7622,140.1474,140.0823,132.8904,42.2447,14.2075,140.971,0.0137,0.0338,0,MARxWOO
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,478,2812,2,C,1,SC3.478.2812.1,S,1,X,0,0.801,127.951,126.368,118.177,36.777,20.124,128.288,0.0137,0.025,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,478,2812,2,C,2,SC3.478.2812.2,S,1,,1,0.3736,160.8942,159.9708,153.539,42.5167,12.4164,161.5021,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,3,SC3,644,1421,1,B,1,SC3.644.1421.1,S,1,X,1,0.6907,154.809,156.1537,151.5262,57.5706,8.3706,156.5951,0.0279,0.0549,0.491,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C130,Davies13,Davies8,Davies13 x Davies8,DaviesxDavies,H.F26,3,SC3,644,2856,2,B,2,SC3.644.2856.2,S,1,X,0,0.54,140.738,141.066,133.185,47.999,15.677,141.996,0.0574,0.0951,0.397,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C130,Davies13,Davies8,Davies13 x Davies8,DaviesxDavies,H.F26,3,SC3,644,2856,2,C,1,SC3.644.2856.1,S,1,,1,0.6108,146.9868,146.566,138.6278,41.2479,15.2538,147.7053,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,644,2981,3,A,1,SC3.644.2981.1,S,1,,4,1.0939,156.5201,157.9508,154.0254,62.5696,7.1441,158.3303,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,644,2981,3,A,3,SC3.644.2981.3,S,1,X,5,0.6813,151.0947,152.8003,150.5563,83.5979,6.2005,153.2925,0.0221,0.0475,0.536,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,644,2981,3,B,2,SC3.644.2981.2,S,1,,3,0.8273,154.4346,154.9657,149.2365,46.7711,10.1195,155.627,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C10,Davies15,Davies16,Davies15 x Davies16,DaviesxDavies,H.F82,3,SC3,651,1184,1,B,1,SC3.651.1184.1,S,1,X,1,0.677,130.0552,127.7665,117.6386,34.6124,24.3425,130.1871,0.0078,0.0147,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,651,1641,4,B,3,SC3.651.1641.3,S,1,,3,0.9144,162.1474,158.796,149.0148,31.9536,20.5585,162.2068,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,651,1641,4,B,4,SC3.651.1641.4,S,1,,0,0.856,157.863,147.392,124.533,35.094,57.03,158.078,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,651,1641,4,C,1,SC3.651.1641.1,C,1,,1,0.744,140.5165,139.0389,130.7342,37.5839,17.74,140.863,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,3,SC3,651,1641,4,D,2,SC3.651.1641.2,S,1,X,2,0.692,137.6281,135.6583,128.2755,33.7359,17.362,137.8259,0.0201,0.0387,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C67,Davies16,Davies17,Davies16 x Davies17,DaviesxDavies,H.F83,3,SC3,651,2847,2,A,2,SC3.651.2847.2,S,1,X,0,0.335,137.51,136.707,130.575,38.193,13.461,138.027,0.0167,0.0309,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,AMB,SED,C67,Davies16,Davies17,Davies16 x Davies17,DaviesxDavies,H.F83,3,SC3,651,2847,2,D,1,SC3.651.2847.1,S,1,,0,0.477,135.555,134.457,127.25,37.32,15.881,135.92,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,4,SR1,255,2333,2,C,1,SR1.255.2333.1,S,1,,0,0.315,128.808,123.209,102.918,34.336,51.84,128.879,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,4,SR1,255,2333,2,C,2,SR1.255.2333.2,S,1,X,0,0.541,128.44,125.033,110.738,34.76,35.293,128.526,0.0284,0.0593,0.521,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,4,SR1,255,2383,4,A,2,SR1.255.2383.2,S,1,,2,1.1119,155.3266,156.913,153.1179,66.5842,7.2464,157.2543,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,4,SR1,255,2383,4,C,3,SR1.255.2383.3,S,1,,3,0.7752,148.2966,147.9138,141.1023,48.7832,13.9862,149.2621,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,4,SR1,255,2383,4,D,1,SR1.255.2383.1,S,1,,1,0.9906,149.8821,150.0462,143.1022,44.7216,12.7637,150.8453,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,4,SR1,255,2383,4,D,4,SR1.255.2383.4,S,1,X,0,0.597,128.774,124.257,102.384,35.784,53.166,128.871,0.05,0.1059,0.528,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,4,SR1,255,3102,3,B,1,SR1.255.3102.1,S,1,,2,0.9126,151.3643,150.2471,143.8617,40.7697,13.2586,151.8563,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,4,SR1,255,3102,3,C,3,SR1.255.3102.3,S,1,X,3,0.91,152.5935,153.4757,150.5595,64.6478,5.9017,153.9823,0.0176,0.0382,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,4,SR1,255,3102,3,D,2,SR1.255.3102.2,S,1,,0,0.682,140.247,139.69,133.349,46.8,13.895,141.034,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C112,Martin3,WOO4a,Martin3 x WOO4a,MartinxWOO,H.F3,4,SR1,296,1412,2,A,2,SR1.296.1412.2,S,1,,0,0.521,145.913,143.691,128.729,42.317,31.594,146.429,,,,MARxWOO
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C112,Martin3,WOO4a,Martin3 x WOO4a,MartinxWOO,H.F3,4,SR1,296,1412,2,B,1,SR1.296.1412.1,S,1,X,1,0.5773,140.1388,139.3015,130.137,38.7995,18.5124,140.5638,0.0181,0.0426,0,MARxWOO
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C67,Davies16,Davies17,Davies16 x Davies17,DaviesxDavies,H.F83,4,SR1,296,1452,3,B,1,SR1.296.1452.1,S,1,X,1,0.5533,147.5115,146.8975,138.3893,39.5524,16.1876,148.0386,0.0186,0.0422,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C67,Davies16,Davies17,Davies16 x Davies17,DaviesxDavies,H.F83,4,SR1,296,1452,3,C,2,SR1.296.1452.2,S,1,,2,0.6025,146.4059,147.5941,141.535,50.7129,10.7625,148.0086,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C67,Davies16,Davies17,Davies16 x Davies17,DaviesxDavies,H.F83,4,SR1,296,1452,3,D,3,SR1.296.1452.3,S,1,,0,0.477,128.453,127.001,113.57,38.508,29.601,128.745,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C42,Martin2,Davies12,Martin2 x Davies12,MartinxDavies,H.F76,4,SR1,296,1612,5,A,2,SR1.296.1612.2,S,1,,1,0.845,144.7971,144.0837,138.3445,38.3528,11.9615,145.3584,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C42,Martin3,Davies13,Martin2 x Davies13,MartinxDavies,H.F77,4,SR1,296,1612,5,C,1,SR1.296.1612.1,S,1,,2,0.764,135.6326,136.1166,133.5235,72.1667,8.5226,137.2212,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C42,Martin4,Davies14,Martin2 x Davies14,MartinxDavies,H.F78,4,SR1,296,1612,5,C,4,SR1.296.1612.4,S,1,X,4,0.915,132.2205,131.7223,127.014,48.2072,11.2172,132.9023,0.0074,0.0127,0,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C42,Martin5,Davies15,Martin2 x Davies15,MartinxDavies,H.F79,4,SR1,296,1612,5,D,3,SR1.296.1612.3,S,1,,3,0.96,136.0217,136.2087,133.3219,61.1881,7.057,137.0125,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C42,Martin6,Davies16,Martin2 x Davies16,MartinxDavies,H.F80,4,SR1,296,1612,5,D,5,SR1.296.1612.5,S,1,,0,0.796,138.55,138.65,136.54,81.24,7.248,139.748,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,4,SR1,317,1158,1,D,1,SR1.317.1158.1,S,1,X,1,0.3364,134.1369,131.7324,124.3828,32.6148,18.5189,134.2792,0.0098,0.0098,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,4,SR1,317,1904,1,A,1,SR1.317.1904.1,S,1,X,1,0.3952,145.4404,143.5853,134.6768,35.451,18.7999,145.655,0.0132,0.0279,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C6,Davies8,Davies13,Davies8 x Davies13,DaviesxDavies,H.F15,4,SR1,317,1904,2,A,2,SR1.317.1904.2,S,1,,2,0.425,123.743,119.908,101.067,35.631,46.833,123.858,,,,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C130,Davies13,Davies8,Davies13 x Davies8,DaviesxDavies,H.F26,4,SR1,333,1245,1,C,1,SR1.333.1245.1,S,1,X,1,0.6537,140.3936,140.5145,134.2467,43.1047,12.4365,141.3422,0.0059,0.0088,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C67,Davies16,Davies17,Davies16 x Davies17,DaviesxDavies,H.F83,4,SR1,333,1410,1,A,1,SR1.333.1410.1,S,1,X,1,0.5611,146.1725,146.2211,140.9643,50.2045,10.6333,147.1729,0.0108,0.0186,0,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,4,SR1,347,1295,3,A,3,SR1.347.1295.3,S,1,,3,0.763,149.1602,149.449,144.3965,49.3744,9.6342,150.2087,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,4,SR1,347,1295,3,D,2,SR1.347.1295.2,S,1,X,2,0.7799,133.0093,132.9433,128.3182,49.7085,10.3392,133.8686,0.0059,0.0098,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,4,SR1,347,1295,3,D,1,SR1.347.1295.1,S,1,,1,0.5929,141.3023,140.1882,133.2848,36.5309,14.7622,141.6845,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,4,SR1,347,1667,1,A,1,SR1.347.1667.1,S,1,X,1,0.7521,149.3933,149.4725,144.678,45.2933,9.2446,150.3386,0.0461,0.098,0.53,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C53,WOO4,Martin3,WOO4 x Martin3,WOOxMartin,H.F1,4,SR1,347,1969,1,B,1,SR1.347.1969.1,S,1,X,3,0.9748,149.3333,149.0328,143.9733,41.2712,9.8692,150.048,0.0098,0.0167,0,WOOxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C11,Martin17,Davies7,Martin17 x Davies7,MartinxDavies,H.F68,4,SR1,422,1241,2,A,1,SR1.422.1241.1,S,1,X,0,0.235,139.202,136.987,123.941,36.441,27.829,139.346,0.0353,0.077,0.541,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C11,Martin17,Davies7,Martin17 x Davies7,MartinxDavies,H.F68,4,SR1,422,1241,2,D,2,SR1.422.1241.2,S,1,,0,0.273,139.796,136.47,124.551,33.746,27.772,139.909,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C14,PAL5,Martin15,PAL5 x Martin15,PALxMartin,H.F103,4,SR1,422,1259,2,A,1,SR1.422.1259.1,S,1,,2,0.8551,149.6392,150.4749,147.0499,59.6532,6.7618,151.0158,,,,PALxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C14,PAL5,Martin15,PAL5 x Martin15,PALxMartin,H.F103,4,SR1,422,1259,2,A,2,SR1.422.1259.2,S,1,X,3,0.3489,143.8441,143.9918,139.0485,50.0559,10.0224,144.8643,0.0265,0.0554,0.522,PALxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C82,Davies10,Martin17,Davies10 x Martin17,DaviesxMartin,H.F39,4,SR1,422,1514,2,B,1,SR1.422.1514.1,S,1,,1,0.6454,154.8573,154.5433,150.1193,44.8484,8.5897,155.5574,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C82,Davies10,Martin17,Davies10 x Martin17,DaviesxMartin,H.F39,4,SR1,422,1514,2,B,2,SR1.422.1514.2,S,1,X,0,0.718,140.584,139.863,133.781,39.092,13.062,141.157,0.0363,0.0809,0.552,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C50,Martin11,Arlington6,Martin11 x Arlington6,MartinxArlington,H.F61,4,SR1,422,2321,1,A,1,SR1.422.2321.1,S,1,X,1,0.7934,146.9243,147.0203,143.2131,51.7052,7.9016,147.8859,0.0044,0.0083,0,MARxARL
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,4,SR1,466,2918,1,B,1,SR1.466.2918.1,S,1,X,1,0.3577,145.3469,144.4749,136.5055,38.4276,15.9295,145.84,0.0078,0.0152,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C10,Davies15,Davies16,Davies15 x Davies16,DaviesxDavies,H.F82,4,SR1,466,3128,1,A,1,SR1.466.3128.1,S,1,X,1,0.4082,148.7948,147.3901,138.4761,37.7642,17.6526,149.1364,0.0284,0.0627,0.547,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C82,Davies10,Martin17,Davies10 x Martin17,DaviesxMartin,H.F39,4,SR1,667,1601,1,B,1,SR1.667.1601.1,S,1,X,0,0.644,132.066,130.296,121.124,36.973,21.552,132.408,0.0064,0.0132,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,4,SR1,667,1625,2,B,2,SR1.667.1625.2,S,1,X,2,0.5237,142.844,142.6642,136.1719,40.8947,12.7581,143.608,0.0471,0.1088,0.568,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,4,SR1,667,1625,2,C,1,SR1.667.1625.1,S,1,,1,0.4157,149.3129,148.8974,141.1158,41.3116,14.7265,150.0244,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,4,SR1,667,3164,2,C,1,SR1.667.3164.1,S,1,X,0,0.335,138.094,134.012,120.607,32.687,32.307,138.115,0.0127,0.0211,0,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,4,SR1,667,3164,2,D,2,SR1.667.3164.2,S,1,,0,0.515,129.958,124.292,112.37,30.429,34.408,130.06,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,284,1273,5,A,2,SR2.284.1273.2,S,1,,1,0.6116,141.242,142.336,138.2692,59.8439,8.2152,142.8226,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,284,1273,5,A,3,SR2.284.1273.3,S,1,,4,0.7838,147.31,148.3508,144.7322,62.6097,7.4069,148.9038,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,284,1273,5,B,5,SR2.284.1273.5,S,1,,8,1.2263,156.0675,157.1973,154.1625,67.2533,6.1676,157.6841,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,284,1273,5,C,4,SR2.284.1273.4,S,1,,7,1.0323,153.7193,154.3022,150.3062,55.9211,7.8725,155.0106,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,284,1273,5,D,1,SR2.284.1273.1,S,1,X,2,0.6264,142.9556,144.3571,141.8455,75.5473,5.9676,144.7512,0.0441,0.098,0.55,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,5,SR2,284,1614,2,A,1,SR2.284.1614.1,S,1,X,1,0.6319,143.7649,144.0457,138.8152,49.725,10.4578,144.8333,0.0368,0.0873,0.579,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C119,Martin9,Martin14,Martin9 x Martin14,MartinxMartin,H.F90,5,SR2,284,1614,2,B,2,SR2.284.1614.2,S,1,,2,0.9259,151.7634,151.6974,145.8893,42.9031,10.9129,152.5954,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,5,SR2,288,1603,2,B,2,SR2.288.1603.2,S,1,,2,0.9847,150.4082,150.3318,147.0306,54.3551,7.0016,151.2576,,,,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,5,SR2,288,1603,2,C,1,SR2.288.1603.1,S,1,X,1,0.804,147.2196,146.6244,142.1215,43.6173,9.4711,147.7791,0.0466,0.1123,0.585,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C130,Davies13,Davies8,Davies13 x Davies8,DaviesxDavies,H.F26,5,SR2,288,2809,1,C,1,SR2.288.2809.1,S,1,X,0,0.545,141.082,139.364,130.936,35.434,18.258,141.296,0.0235,0.0559,0.579,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,5,SR2,306,1225,3,B,1,SR2.306.1225.1,S,1,,1,0.6855,154.4239,154.4649,149.2171,44.3731,9.6444,155.3207,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,5,SR2,306,1225,3,B,3,SR2.306.1225.3,S,1,X,3,0.5661,145.455,145.8497,140.6834,47.8079,9.8865,146.5827,0.0039,0.0069,0,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C76,Davies8,Martin14,Davies8 x Martin14,DaviesxMartin,H.F45,5,SR2,306,1225,3,C,2,SR2.306.1225.2,S,1,,2,0.3829,143.7609,143.3974,137.1141,41.5109,12.4633,144.4219,,,,DAVxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C56,Martin11,Martin14,Martin11 x Martin14,MartinxMartin,H.F20,5,SR2,306,2723,1,C,1,SR2.306.2723.1,C,1,X,1,1.0263,152.7062,152.8913,149.3483,53.5544,6.9845,153.6639,0.0387,0.0833,0.535,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C95,Martin15,Davies12,Martin15 x Davies12,MartinxDavies,H.F75,5,SR2,334,1202,3,A,3,SR2.334.1202.3,S,1,,3,0.532,148.1247,149.5707,145.8029,64.0822,7.4337,149.9672,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C95,Martin15,Davies12,Martin15 x Davies12,MartinxDavies,H.F75,5,SR2,334,1202,3,B,1,SR2.334.1202.1,S,1,X,1,0.5492,151.2496,152.694,147.6215,56.5756,8.9417,153.0422,0.0162,0.0319,0,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C95,Martin15,Davies12,Martin15 x Davies12,MartinxDavies,H.F75,5,SR2,334,1202,3,C,2,SR2.334.1202.2,S,1,,2,0.5401,149.9961,150.5973,144.7129,48.2447,10.6435,151.2331,,,,MARxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C67,Davies16,Davies17,Davies16 x Davies17,DaviesxDavies,H.F83,5,SR2,334,2768,1,D,1,SR2.334.2768.1,S,1,X,0,0.157,131.625,123.583,100.483,31.264,59.843,131.625,0.0407,0.0931,0.563,DAVxDAV
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,334,2937,5,A,1,SR2.334.2937.1,S,1,X,4,0.4386,148.5819,147.8932,141.6987,38.4282,12.2034,149.105,0.024,0.0676,0.645,MARxMAR
A. hyacinthus,IndivCross,Juvenile,2022,0,27.5,HOT,SED,C75,Martin14,Martin3,Martin14 x Martin3,MartinxMartin,H.F6,5,SR2,334,2937,5,A,2,SR2.334.2937.2,S,1,,5,0.359,148.5239,149.3768,144.8558,53.0167,8.3696,149.9065,,,,MARxMAR
